8588.0,9476.0,10068.0,10364.0,10660.0,10956.0,10364.0,9476.0,7996.0,6514.0,4738.0,4738.0,5034.0,6218.0,7699.0,8884.0,10068.0,10660.0,10660.0,10364.0,9476.0,7699.0,6514.0,4738.0,4738.0,5922.0,7699.0,8588.0,8292.0,7996.0,7402.0,6218.0,4146.0,1481.0,1777.0,3850.0,5922.0,6810.0,7402.0,7699.0,7699.0,7699.0,7699.0,7402.0,6810.0,6514.0,5626.0,4738.0,3257.0,2073.0,1777.0,2665.0,3554.0,4442.0,4738.0,5626.0,6514.0,7402.0,7996.0,7996.0,7699.0,7106.0,5922.0,4146.0,2073.0,2073.0,3850.0,6514.0,8588.0,10068.0,10660.0,10956.0,10364.0,9476.0,7996.0,7402.0,6810.0,7402.0,7699.0,7699.0,7996.0,7996.0,7106.0,6218.0,5626.0,4738.0,4738.0,4146.0,4442.0,4146.0,3850.0,3850.0,3257.0,3257.0,3257.0,2961.0,2961.0,3257.0,3554.0,4738.0,5330.0,6218.0,6810.0,7402.0,7699.0,7402.0,6810.0,5922.0,4738.0,3257.0,2073.0,1185.0,2073.0,3850.0,4738.0,5626.0,6514.0,7402.0,7699.0,7996.0,7699.0,7699.0,7402.0,7106.0
8588.0,9476.0,10068.0,10364.0,10956.0,10956.0,10364.0,9476.0,8292.0,6218.0,4738.0,4738.0,5034.0,6514.0,7699.0,9180.0,10364.0,10956.0,10956.0,11253.0,10068.0,9476.0,7996.0,6810.0,6218.0,6810.0,7402.0,7996.0,7996.0,7699.0,6810.0,4738.0,2665.0,1185.0,3257.0,5034.0,6810.0,8292.0,8292.0,8292.0,8292.0,7996.0,7699.0,7402.0,6810.0,6218.0,4738.0,3850.0,2665.0,2665.0,2961.0,3850.0,5034.0,6218.0,6810.0,7699.0,8292.0,8884.0,9476.0,9476.0,9476.0,8588.0,6810.0,4738.0,2073.0,889.0,4146.0,6810.0,8884.0,10364.0,11253.0,11253.0,10364.0,9180.0,7699.0,6810.0,6218.0,6810.0,6810.0,7402.0,7402.0,6810.0,6218.0,5330.0,4738.0,4146.0,3850.0,3850.0,4146.0,3850.0,3554.0,3257.0,2665.0,2961.0,2961.0,3257.0,3257.0,4146.0,5034.0,6218.0,6810.0,7699.0,7996.0,8292.0,7996.0,7402.0,6514.0,5626.0,4738.0,3257.0,2073.0,2073.0,3257.0,4738.0,5922.0,6810.0,7402.0,7996.0,7996.0,8292.0,7996.0,7996.0,7699.0,7402.0
8292.0,9476.0,9476.0,10364.0,10364.0,10068.0,9476.0,8588.0,7402.0,5922.0,4738.0,3850.0,4146.0,4738.0,6218.0,7699.0,8292.0,9476.0,10068.0,10364.0,10364.0,9476.0,9476.0,8292.0,7996.0,7996.0,7996.0,8292.0,7699.0,7402.0,6514.0,5330.0,3554.0,1777.0,3554.0,5330.0,6810.0,7996.0,8588.0,8292.0,7996.0,7996.0,7699.0,7699.0,7106.0,6514.0,5626.0,4738.0,3257.0,2665.0,3257.0,4738.0,5626.0,6514.0,7106.0,7402.0,7996.0,8588.0,9476.0,9476.0,10068.0,9476.0,8588.0,6514.0,4442.0,1777.0,2073.0,4738.0,7106.0,8884.0,10068.0,10660.0,10364.0,9180.0,7699.0,6514.0,5626.0,5330.0,5626.0,5922.0,6514.0,6218.0,6218.0,5626.0,4738.0,4738.0,4146.0,4146.0,3850.0,3554.0,3257.0,2961.0,2665.0,2369.0,2073.0,2665.0,3257.0,3850.0,4738.0,5626.0,6218.0,6810.0,7699.0,7996.0,7996.0,7699.0,6810.0,5922.0,4738.0,3850.0,2961.0,2961.0,3850.0,4738.0,6218.0,7402.0,7996.0,7996.0,8292.0,8588.0,8588.0,8292.0,7996.0,7699.0
7106.0,7996.0,8588.0,8884.0,9476.0,8884.0,8588.0,7699.0,6514.0,4738.0,4146.0,2665.0,3257.0,4738.0,5626.0,6810.0,7699.0,8884.0,9476.0,9476.0,10068.0,9772.0,9476.0,9476.0,8884.0,8884.0,8588.0,8292.0,7699.0,6810.0,5626.0,4146.0,2665.0,2369.0,4146.0,6218.0,7402.0,7996.0,8588.0,8292.0,7996.0,7996.0,7996.0,7699.0,7402.0,6218.0,5034.0,3850.0,2961.0,3554.0,4738.0,5626.0,6810.0,7402.0,7699.0,7996.0,8588.0,9476.0,10364.0,10660.0,10660.0,10364.0,8884.0,6810.0,4738.0,2665.0,2073.0,4146.0,6514.0,7996.0,9476.0,9772.0,9476.0,7996.0,6810.0,5330.0,4146.0,4146.0,4738.0,5330.0,5626.0,5626.0,4738.0,4738.0,4738.0,4442.0,4146.0,3850.0,3554.0,3257.0,2961.0,2665.0,2665.0,2369.0,2665.0,3257.0,4146.0,4738.0,5626.0,6514.0,7402.0,7699.0,8292.0,8292.0,7996.0,7402.0,6810.0,5922.0,4738.0,3850.0,3554.0,3850.0,4738.0,5922.0,6810.0,7699.0,8292.0,8588.0,8588.0,8588.0,8588.0,8292.0,7996.0,7699.0
6218.0,6514.0,6810.0,7402.0,7699.0,7699.0,7402.0,6514.0,5626.0,4738.0,3257.0,2073.0,1777.0,2073.0,3257.0,4146.0,5330.0,6218.0,7402.0,8292.0,9180.0,9476.0,9476.0,10364.0,10068.0,10068.0,10068.0,9476.0,7996.0,6514.0,5330.0,4146.0,2961.0,2961.0,4738.0,6514.0,7699.0,7699.0,7996.0,7699.0,7402.0,7402.0,7402.0,7402.0,6810.0,5922.0,4738.0,3850.0,2961.0,3257.0,4738.0,5626.0,6810.0,7699.0,7996.0,7996.0,8292.0,8588.0,9476.0,10068.0,10364.0,10660.0,10364.0,9180.0,7402.0,4738.0,2369.0,2073.0,4146.0,6218.0,7402.0,8292.0,8292.0,7402.0,5922.0,4146.0,2961.0,2369.0,3257.0,3850.0,4442.0,4738.0,4738.0,4738.0,4442.0,4442.0,4738.0,4146.0,4146.0,3554.0,3257.0,2961.0,2665.0,2073.0,2073.0,2961.0,3554.0,4442.0,4738.0,5626.0,6218.0,6810.0,7402.0,7699.0,7699.0,7402.0,6514.0,5626.0,4738.0,4146.0,3850.0,4738.0,5330.0,6514.0,7402.0,7996.0,8588.0,8884.0,9180.0,8588.0,8292.0,8292.0,7996.0,7699.0
4738.0,5330.0,5626.0,6218.0,6514.0,6218.0,5922.0,5034.0,4442.0,3850.0,2961.0,2073.0,889.0,1185.0,2665.0,3554.0,4738.0,4738.0,5922.0,7402.0,7996.0,9180.0,9772.0,10364.0,10660.0,10956.0,10364.0,9476.0,7996.0,6218.0,4738.0,3850.0,2961.0,4146.0,5626.0,6810.0,7699.0,7699.0,7402.0,6810.0,7106.0,7402.0,7402.0,6810.0,6514.0,5626.0,4146.0,3257.0,2665.0,3850.0,5034.0,6218.0,7402.0,7996.0,8292.0,8292.0,7996.0,8292.0,9476.0,10364.0,10956.0,11253.0,10956.0,9476.0,7996.0,5626.0,3257.0,1185.0,3257.0,5034.0,6218.0,6810.0,6810.0,5922.0,4738.0,2961.0,1481.0,1777.0,2665.0,3257.0,3850.0,3850.0,3850.0,3850.0,4738.0,4738.0,4738.0,4738.0,4442.0,4146.0,3554.0,3257.0,2665.0,2369.0,2665.0,2961.0,3850.0,4738.0,5330.0,6218.0,6810.0,7106.0,7402.0,7402.0,6810.0,6810.0,6218.0,5626.0,4738.0,4738.0,4738.0,5330.0,5922.0,6810.0,7699.0,8292.0,8884.0,8884.0,8884.0,8588.0,7996.0,7699.0,7699.0,7402.0
3257.0,3850.0,4146.0,4738.0,4738.0,4738.0,4738.0,4146.0,3850.0,3850.0,3554.0,3257.0,2665.0,1777.0,1481.0,1481.0,1777.0,3257.0,4738.0,5626.0,6514.0,7699.0,8588.0,9476.0,10364.0,10956.0,10660.0,9476.0,7699.0,5626.0,3850.0,3257.0,3257.0,4738.0,5626.0,7106.0,7402.0,6810.0,6514.0,6514.0,6514.0,6514.0,6514.0,6218.0,5626.0,4738.0,4146.0,3257.0,2665.0,3257.0,4738.0,5626.0,6810.0,7402.0,7699.0,7699.0,7402.0,7402.0,7996.0,9180.0,10068.0,10956.0,11253.0,10956.0,9476.0,7402.0,4738.0,2665.0,1481.0,3257.0,5034.0,5626.0,5626.0,4738.0,3257.0,2073.0,889.0,1481.0,2073.0,2665.0,2961.0,3257.0,3257.0,3850.0,4442.0,4738.0,5330.0,5626.0,5626.0,5330.0,4738.0,4146.0,3257.0,2961.0,2073.0,2073.0,2961.0,3554.0,4146.0,4738.0,5626.0,6218.0,6514.0,6514.0,6218.0,5922.0,5626.0,4738.0,4738.0,4738.0,4738.0,5626.0,6218.0,6810.0,7699.0,8292.0,8588.0,8588.0,8292.0,7996.0,7699.0,7106.0,6810.0,6514.0
2961.0,2665.0,2665.0,2665.0,2961.0,2961.0,3257.0,3257.0,3850.0,3850.0,3850.0,3257.0,2665.0,2073.0,2073.0,2073.0,1777.0,2665.0,3257.0,4442.0,5626.0,7106.0,8588.0,9476.0,10364.0,10660.0,10364.0,9476.0,7699.0,5626.0,3850.0,3257.0,4146.0,5626.0,6514.0,7402.0,6810.0,6514.0,5922.0,5626.0,5922.0,5922.0,5922.0,5626.0,5034.0,4738.0,3850.0,2665.0,2665.0,3554.0,5034.0,6218.0,6810.0,7402.0,7402.0,6810.0,6514.0,6810.0,7402.0,8588.0,10068.0,11253.0,11253.0,10364.0,9180.0,7106.0,4738.0,2665.0,2665.0,4146.0,5330.0,5330.0,4738.0,3850.0,2073.0,889.0,1777.0,2665.0,2665.0,2665.0,2073.0,2073.0,3257.0,4146.0,5034.0,6218.0,6810.0,6810.0,6810.0,6514.0,5922.0,5330.0,4146.0,3257.0,2665.0,2369.0,2665.0,3257.0,3850.0,4738.0,5330.0,5330.0,5626.0,5034.0,4738.0,4146.0,4146.0,4146.0,4146.0,4738.0,5330.0,5922.0,6514.0,7402.0,7699.0,7996.0,8292.0,7996.0,7699.0,7402.0,6810.0,6514.0,6218.0,5626.0
3554.0,2665.0,2073.0,1185.0,593.0,1481.0,2665.0,3554.0,3850.0,4738.0,4738.0,4738.0,4442.0,4146.0,3850.0,3850.0,3850.0,3850.0,3257.0,3257.0,3850.0,5330.0,6514.0,7699.0,9180.0,9476.0,9476.0,8588.0,6514.0,4738.0,2369.0,2961.0,4738.0,6514.0,7402.0,7996.0,7402.0,6514.0,5626.0,4738.0,4738.0,4738.0,4738.0,4738.0,4442.0,3850.0,3257.0,2665.0,2369.0,3257.0,4738.0,5626.0,6514.0,6514.0,6218.0,5626.0,4738.0,5330.0,6514.0,7996.0,9476.0,10956.0,11550.0,11253.0,9772.0,7402.0,4738.0,3850.0,3554.0,4738.0,5626.0,5922.0,5034.0,3850.0,2073.0,889.0,1481.0,2665.0,3257.0,2665.0,2073.0,1185.0,2073.0,3850.0,5330.0,6514.0,7699.0,8292.0,7996.0,7996.0,7106.0,6810.0,5626.0,4146.0,3257.0,2073.0,1481.0,1777.0,2665.0,3257.0,3850.0,4146.0,4738.0,4738.0,4442.0,4146.0,3257.0,3257.0,3257.0,3850.0,4738.0,5330.0,5922.0,6810.0,7402.0,7699.0,7699.0,7402.0,7106.0,6514.0,6218.0,6218.0,5626.0,5330.0
5330.0,4442.0,3554.0,2665.0,2665.0,2961.0,3554.0,4738.0,5330.0,5922.0,5922.0,5922.0,5922.0,5626.0,5922.0,5626.0,5626.0,4738.0,4146.0,3257.0,3257.0,4146.0,5922.0,7402.0,8292.0,9180.0,8884.0,7996.0,5922.0,3850.0,2665.0,3554.0,5330.0,6810.0,7699.0,7996.0,7402.0,6514.0,5330.0,4146.0,3257.0,3850.0,4146.0,4146.0,4146.0,3850.0,2961.0,2073.0,2369.0,3257.0,4146.0,4738.0,5626.0,5626.0,5330.0,4738.0,4442.0,4738.0,5626.0,7699.0,9772.0,10956.0,11550.0,10660.0,8884.0,6810.0,5330.0,4738.0,5330.0,6218.0,6810.0,6810.0,5626.0,3850.0,2073.0,1481.0,2665.0,3257.0,3850.0,3257.0,2073.0,889.0,2665.0,4738.0,6810.0,8292.0,9476.0,9476.0,9476.0,9476.0,8884.0,7699.0,6218.0,4738.0,3850.0,2665.0,1481.0,1185.0,2073.0,2961.0,3257.0,3850.0,3850.0,3554.0,2961.0,2665.0,2665.0,2665.0,2961.0,3850.0,4738.0,5034.0,5626.0,6218.0,6514.0,6810.0,6810.0,6514.0,6514.0,6218.0,5626.0,5330.0,5034.0,4738.0
